,final_result,score,sum_click,Engagement
13911,Fail,77,84,0
13912,Fail,72,114,0
13913,Pass,63,1774,1
13914,Pass,76,5849,1
13915,Pass,80,3426,1
13916,Distinction,87,1453,0
13917,Pass,49,678,0
13918,Pass,87,1030,0
13919,Distinction,85,7618,0
13920,Pass,67,3569,1
13921,Withdrawn,67,336,0
13922,Distinction,88,2230,0
13923,Pass,89,943,0
13924,Withdrawn,71,817,0
13925,Pass,80,1171,0
13926,Fail,33,1464,0
13927,Pass,75,3087,1
13928,Pass,60,771,0
13929,Pass,84,3101,1
13930,Withdrawn,80,110,0
13931,Withdrawn,65,3665,0
13932,Pass,79,547,0
13933,Fail,67,104,0
13934,Fail,77,248,0
13935,Withdrawn,82,404,0
13936,Pass,81,843,0
13937,Pass,66,322,0
13938,Pass,72,546,0
13939,Fail,46,241,0
13940,Withdrawn,91,335,1
13941,Withdrawn,66,1182,0
13942,Pass,65,369,0
13943,Pass,72,512,0
13944,Fail,64,2277,0
13945,Fail,69,325,0
13946,Pass,77,1612,0
13947,Withdrawn,60,154,0
13948,Pass,80,1095,0
13949,Withdrawn,71,571,0
13950,Pass,84,1688,1
13951,Pass,64,711,0
13952,Fail,71,1972,0
13953,Fail,62,715,0
13954,Pass,80,2795,1
13955,Pass,77,1950,1
13956,Pass,78,1405,0
13957,Pass,77,3265,1
13958,Fail,75,2760,0
13959,Pass,85,422,0
13960,Withdrawn,51,705,0
13961,Pass,69,2571,1
13962,Pass,69,3220,1
13963,Pass,68,2278,1
13964,Pass,74,1673,0
13965,Pass,58,1548,0
13966,Pass,57,2165,1
13967,Withdrawn,78,607,0
13968,Withdrawn,76,1704,0
13969,Pass,53,680,0
13970,Fail,90,2634,0
13971,Distinction,97,2049,1
13972,Pass,86,478,0
13973,Pass,78,2010,1
13974,Pass,74,3464,1
13975,Withdrawn,49,751,0
13976,Fail,68,273,0
13977,Withdrawn,74,188,0
13978,Withdrawn,54,203,0
13979,Distinction,87,3895,0
13980,Distinction,97,7463,1
13981,Withdrawn,86,2369,0
13982,Pass,81,226,0
13983,Fail,49,836,0
13984,Withdrawn,94,1661,1
13985,Pass,85,2290,1
13986,Withdrawn,45,253,0
13987,Pass,83,578,0
13988,Pass,85,925,0
13989,Fail,76,904,0
13990,Withdrawn,49,223,0
13991,Pass,71,3873,1
13992,Distinction,95,6016,1
13993,Fail,76,1074,0
13994,Fail,74,1067,0
13995,Withdrawn,70,1210,0
13996,Withdrawn,68,89,0
13997,Pass,58,1365,0
13998,Fail,64,1063,0
13999,Pass,80,12709,1
14000,Pass,91,1790,1
14001,Distinction,93,17482,1
14002,Withdrawn,73,396,0
14003,Distinction,96,929,1
14004,Pass,90,3790,1
14005,Fail,61,616,0
14006,Fail,84,585,0
14007,Pass,77,1958,1
14008,Distinction,75,428,0
14009,Pass,73,2081,1
14010,Distinction,87,7683,0
14011,Pass,89,1158,0
14012,Pass,89,1320,0
14013,Pass,70,565,0
14014,Pass,96,1248,1
14015,Withdrawn,74,704,0
14016,Withdrawn,75,877,0
14017,Withdrawn,87,1619,0
14018,Withdrawn,96,1195,1
14019,Pass,92,429,1
14020,Pass,76,1954,1
14021,Pass,82,4407,1
14022,Withdrawn,84,357,0
14023,Pass,71,248,0
14024,Fail,50,318,0
14025,Withdrawn,65,577,0
14026,Pass,82,5829,1
14027,Withdrawn,54,530,0
14028,Pass,87,2194,1
14029,Fail,84,390,0
14030,Fail,52,157,0
14031,Withdrawn,28,369,0
14032,Fail,69,105,0
14033,Fail,50,106,0
14034,Pass,81,926,0
14035,Withdrawn,87,2135,0
14036,Fail,45,90,0
14037,Distinction,95,9565,1
14038,Pass,90,711,0
14039,Pass,78,1240,0
14040,Pass,77,638,0
14041,Fail,47,424,0
14042,Fail,57,326,0
14043,Distinction,84,1647,0
14044,Withdrawn,80,932,0
14045,Pass,81,523,0
14046,Distinction,88,4281,0
14047,Distinction,98,2233,1
14048,Withdrawn,69,1326,0
14049,Fail,52,3368,0
14050,Fail,45,62,0
14051,Pass,83,625,0
14052,Withdrawn,36,62,0
14053,Pass,83,1360,0
14054,Pass,80,669,0
14055,Pass,59,3707,1
14056,Withdrawn,80,554,0
14057,Pass,71,490,0
14058,Pass,91,1938,1
14059,Fail,75,106,0
14060,Fail,68,3468,0
14061,Withdrawn,42,172,0
14062,Fail,57,177,0
14063,Distinction,89,2210,0
14064,Pass,69,158,0
14065,Pass,79,359,0
14066,Pass,66,366,0
14067,Withdrawn,82,249,0
14068,Fail,66,1052,0
14069,Fail,64,238,0
14070,Fail,40,210,0
14071,Pass,91,8763,1
14072,Pass,65,145,0
14073,Fail,58,767,0
14074,Pass,67,167,0
14075,Withdrawn,57,77,0
14076,Distinction,85,6446,0
14077,Fail,60,150,0
14078,Fail,54,6644,0
14079,Pass,81,762,0
14080,Pass,76,3908,1
14081,Pass,87,1096,0
14082,Pass,55,976,0
14083,Pass,76,1788,1
14084,Withdrawn,29,141,0
14085,Pass,74,2293,1
14086,Pass,51,1835,1
14087,Pass,74,301,0
14088,Pass,74,4207,1
14089,Pass,77,2031,1
14090,Distinction,88,2333,0
14091,Distinction,89,1146,0
14092,Pass,95,787,1
14093,Pass,73,363,0
14094,Pass,73,3867,1
14095,Pass,88,3726,1
14096,Pass,77,5125,1
14097,Pass,82,119,0
14098,Withdrawn,71,985,0
14099,Withdrawn,70,569,0
14100,Pass,64,3143,1
14101,Pass,93,1321,1
14102,Pass,79,974,0
14103,Pass,86,1947,1
14104,Withdrawn,26,526,0
14105,Withdrawn,90,6184,0
14106,Pass,69,3707,1
14107,Pass,90,2291,1
14108,Pass,71,1906,1
14109,Pass,89,660,0
14110,Pass,74,1366,0
14111,Pass,83,2286,1
14112,Pass,82,1627,0
14113,Pass,88,4358,1
14114,Distinction,84,2630,0
14115,Pass,73,1897,1
14116,Withdrawn,96,1423,1
14117,Withdrawn,77,2309,0
14118,Withdrawn,87,1592,0
14119,Distinction,86,473,0
14120,Pass,86,5839,1
14121,Fail,76,3224,0
14122,Pass,70,1033,0
14123,Fail,60,1,0
14124,Fail,77,105,0
14125,Pass,93,1102,1
14126,Pass,74,667,0
14127,Distinction,88,1297,0
14128,Fail,48,186,0
14129,Pass,83,1964,1
14130,Fail,91,2155,1
14131,Pass,75,1325,0
14132,Fail,76,798,0
14133,Withdrawn,28,210,0
14134,Pass,86,1411,0
14135,Pass,67,1507,0
14136,Fail,79,297,0
14137,Pass,74,340,0
14138,Pass,92,6634,1
14139,Withdrawn,93,2594,1
14140,Withdrawn,74,951,0
14141,Pass,71,1201,0
14142,Withdrawn,1,85,0
14143,Pass,76,1271,0
14144,Pass,62,1150,0
14145,Fail,48,497,0
14146,Fail,57,44,0
14147,Fail,33,358,0
14148,Pass,76,1438,0
14149,Withdrawn,77,1322,0
14150,Pass,67,287,0
14151,Fail,74,476,0
14152,Pass,93,1422,1
14153,Fail,45,82,0
14154,Pass,77,4979,1
14155,Fail,77,2599,0
14156,Pass,79,1165,0
14157,Pass,93,593,1
14158,Pass,67,538,0
14159,Withdrawn,38,178,0
14160,Pass,62,1532,0
14161,Pass,74,3264,1
14162,Pass,85,393,0
14163,Pass,78,1887,1
14164,Fail,80,430,0
14165,Withdrawn,60,3088,0
14166,Pass,80,4387,1
14167,Fail,71,26,0
14168,Fail,50,232,0
14169,Pass,66,81,0
14170,Fail,82,84,0
14171,Fail,0,157,0
14172,Pass,91,332,1
14173,Pass,79,826,0
14174,Pass,89,3225,1
14175,Pass,90,1105,0
14176,Distinction,87,709,0
14177,Pass,70,606,0
14178,Pass,91,221,1
14179,Pass,69,1562,0
14180,Pass,74,3198,1
14181,Fail,40,106,0
14182,Withdrawn,79,980,0
14183,Fail,75,116,0
14184,Withdrawn,71,613,0
14185,Fail,82,162,0
14186,Fail,80,72,0
14187,Fail,54,1411,0
14188,Withdrawn,80,252,0
14189,Withdrawn,80,186,0
14190,Pass,82,1802,1
14191,Pass,45,337,0
14192,Pass,81,1614,0
14193,Distinction,92,2120,1
14194,Fail,65,557,0
14195,Pass,80,8284,1
14196,Pass,85,388,0
14197,Fail,77,204,0
14198,Withdrawn,91,697,1
14199,Distinction,94,3632,1
14200,Fail,74,98,0
14201,Pass,77,1124,0
14202,Fail,58,317,0
14203,Fail,66,409,0
14204,Pass,89,2405,1
14205,Fail,69,49,0
14206,Pass,75,799,0
14207,Pass,55,220,0
14208,Pass,75,823,0
14209,Pass,80,134,0
14210,Pass,89,1886,1
14211,Withdrawn,89,2407,0
14212,Pass,81,3055,1
14213,Fail,60,44,0
14214,Distinction,90,845,0
14215,Fail,36,135,0
14216,Fail,55,142,0
14217,Pass,87,637,0
14218,Fail,79,1548,0
14219,Fail,51,110,0
14220,Pass,70,524,0
14221,Pass,83,2401,1
14222,Pass,52,312,0
14223,Distinction,87,681,0
14224,Pass,85,349,0
14225,Fail,78,56,0
14226,Pass,68,1362,0
14227,Pass,81,440,0
14228,Distinction,89,2501,0
14229,Fail,65,398,0
14230,Distinction,93,504,1
14231,Distinction,74,1320,0
14232,Distinction,90,4165,0
14233,Pass,80,419,0
14234,Withdrawn,85,340,0
14235,Withdrawn,89,302,0
14236,Pass,74,1173,0
14237,Fail,42,263,0
14238,Withdrawn,67,538,0
14239,Pass,87,11818,1
14240,Pass,75,1247,0
14241,Pass,69,1341,0
14242,Fail,85,2980,0
14243,Fail,68,1237,0
14244,Withdrawn,28,244,0
14245,Distinction,82,3055,0
14246,Fail,74,659,0
14247,Distinction,90,1832,0
14248,Pass,56,1844,1
14249,Pass,87,2111,1
14250,Pass,78,991,0
14251,Pass,75,3311,1
14252,Pass,78,882,0
14253,Distinction,85,544,0
14254,Pass,64,3130,1
14255,Pass,60,3100,1
14256,Withdrawn,93,2936,1
14257,Pass,83,2711,1
14258,Pass,81,818,0
14259,Pass,87,20391,1
14260,Fail,47,708,0
14261,Fail,94,324,1
14262,Pass,71,1098,0
14263,Pass,85,292,0
14264,Distinction,87,1073,0
14265,Distinction,91,1211,1
14266,Distinction,89,2020,0
14267,Distinction,87,3138,0
14268,Fail,62,1256,0
14269,Withdrawn,46,894,0
14270,Pass,85,3827,1
14271,Fail,65,53,0
14272,Pass,88,4065,1
14273,Fail,84,474,0
14274,Pass,83,2481,1
14275,Distinction,87,526,0
14276,Withdrawn,73,170,0
14277,Withdrawn,42,374,0
14278,Distinction,92,2089,1
14279,Pass,82,2798,1
14280,Pass,90,2206,1
14281,Pass,65,578,0
14282,Fail,84,172,0
14283,Pass,74,1807,1
14284,Fail,41,578,0
14285,Pass,83,1776,1
14286,Pass,79,347,0
14287,Fail,38,224,0
14288,Withdrawn,56,386,0
14289,Pass,78,1472,0
14290,Pass,88,786,0
14291,Fail,89,362,0
14292,Withdrawn,69,2004,0
14293,Distinction,93,5204,1
14294,Pass,48,1241,0
14295,Fail,45,1076,0
14296,Withdrawn,47,160,0
14297,Pass,75,608,0
14298,Withdrawn,0,34,0
14299,Fail,85,1042,0
14300,Pass,93,2181,1
14301,Pass,87,689,0
14302,Pass,90,1041,0
14303,Withdrawn,96,1183,1
14304,Withdrawn,75,387,0
14305,Pass,70,310,0
14306,Fail,71,305,0
14307,Fail,74,1290,0
14308,Distinction,87,1419,0
14309,Pass,93,823,1
14310,Fail,49,1274,0
14311,Withdrawn,85,78,0
14312,Distinction,57,428,0
14313,Pass,71,1148,0
14314,Distinction,84,798,0
14315,Fail,54,180,0
14316,Pass,81,1276,0
14317,Fail,74,352,0
14318,Withdrawn,70,801,0
14319,Distinction,89,1438,0
14320,Pass,82,3459,1
14321,Pass,72,2209,1
14322,Pass,53,452,0
14323,Pass,74,7699,1
14324,Pass,70,4998,1
14325,Fail,87,1367,0
14326,Withdrawn,90,388,0
14327,Pass,74,540,0
14328,Fail,69,138,0
14329,Pass,75,209,0
14330,Pass,83,809,0
14331,Pass,89,679,0
14332,Pass,73,2532,1
14333,Pass,69,3232,1
14334,Pass,85,491,0
14335,Pass,90,610,0
14336,Withdrawn,31,511,0
14337,Withdrawn,20,210,0
14338,Pass,74,150,0
14339,Distinction,80,1919,0
14340,Pass,76,6223,1
14341,Withdrawn,1,121,0
14342,Pass,94,669,1
14343,Pass,79,931,0
14344,Fail,0,15,0
14345,Fail,72,510,0
14346,Withdrawn,84,576,0
14347,Withdrawn,64,669,0
14348,Pass,87,278,0
14349,Fail,79,630,0
14350,Withdrawn,71,694,0
14351,Withdrawn,74,4098,0
14352,Withdrawn,100,42,1
14353,Pass,78,1607,0
14354,Distinction,93,1386,1
14355,Pass,66,31,0
14356,Pass,78,2191,1
14357,Distinction,91,1784,1
14358,Distinction,90,2069,0
14359,Distinction,83,3578,0
14360,Pass,84,1357,0
14361,Distinction,92,1690,1
14362,Pass,84,2192,1
14363,Pass,77,1835,1
14364,Distinction,82,2567,0
14365,Distinction,85,1876,0
14366,Pass,87,2270,1
14367,Fail,39,211,0
14368,Pass,83,636,0
14369,Pass,87,1042,0
14370,Withdrawn,89,217,0
14371,Fail,98,264,1
14372,Fail,87,155,0
14373,Fail,88,1464,0
14374,Pass,78,633,0
14375,Fail,63,194,0
14376,Withdrawn,72,1893,0
14377,Pass,80,1390,0
14378,Distinction,90,539,0
14379,Distinction,79,618,0
14380,Distinction,91,665,1
14381,Withdrawn,49,1006,0
14382,Fail,65,433,0
14383,Pass,75,875,0
14384,Pass,80,350,0
14385,Pass,50,1567,0
14386,Distinction,88,984,0
14387,Fail,70,1790,0
14388,Pass,67,1686,1
14389,Pass,85,2087,1
14390,Pass,91,766,1
14391,Pass,79,509,0
14392,Pass,79,3025,1
14393,Distinction,98,2198,1
14394,Withdrawn,48,356,0
14395,Pass,77,112,0
14396,Pass,78,3126,1
14397,Withdrawn,78,745,0
14398,Distinction,91,1728,1
14399,Pass,64,615,0
14400,Withdrawn,57,1151,0
14401,Fail,86,503,0
14402,Pass,74,2417,1
14403,Pass,92,550,1
14404,Pass,86,6244,1
14405,Fail,71,644,0
14406,Withdrawn,46,146,0
14407,Fail,60,1914,0
14408,Pass,75,828,0
14409,Fail,62,808,0
14410,Distinction,88,1473,0
14411,Pass,83,599,0
14412,Pass,83,76,0
14413,Fail,64,149,0
14414,Fail,59,122,0
14415,Pass,78,1746,1
14416,Withdrawn,57,176,0
14417,Fail,83,228,0
14418,Pass,85,347,0
14419,Pass,86,919,0
14420,Fail,9,118,0
14421,Pass,87,2857,1
14422,Fail,49,4460,0
14423,Pass,89,1045,0
14424,Distinction,93,4411,1
14425,Fail,35,285,0
14426,Fail,85,451,0
14427,Pass,83,652,0
14428,Distinction,88,213,0
14429,Withdrawn,38,17,0
14430,Withdrawn,76,163,0
14431,Distinction,80,163,0
14432,Pass,89,5540,1
14433,Pass,81,555,0
14434,Pass,80,760,0
14435,Pass,78,1022,0
14436,Fail,80,637,0
14437,Pass,83,3737,1
14438,Withdrawn,69,178,0
14439,Pass,82,263,0
14440,Withdrawn,76,818,0
14441,Pass,69,722,0
14442,Distinction,91,666,1
14443,Fail,67,240,0
14444,Pass,72,734,0
14445,Distinction,94,3930,1
14446,Withdrawn,52,398,0
14447,Pass,72,1000,0
14448,Pass,74,3464,1
14449,Pass,75,1903,1
14450,Pass,80,541,0
14451,Withdrawn,62,8,0
14452,Fail,95,270,1
14453,Distinction,91,802,1
14454,Fail,95,366,1
14455,Distinction,89,928,0
14456,Pass,80,5509,1
14457,Pass,78,331,0
14458,Distinction,86,2694,0
14459,Pass,78,299,0
14460,Pass,87,684,0
14461,Pass,88,986,0
14462,Withdrawn,20,141,0
14463,Withdrawn,80,376,0
14464,Fail,85,1468,0
14465,Fail,73,2567,0
14466,Pass,73,1935,1
14467,Distinction,87,2454,0
14468,Pass,70,3307,1
14469,Fail,62,1168,0
14470,Fail,71,1144,0
14471,Fail,50,148,0
14472,Fail,78,1387,0
14473,Pass,75,7536,1
14474,Pass,82,3671,1
14475,Fail,85,90,0
14476,Withdrawn,74,218,0
14477,Distinction,88,775,0
14478,Pass,84,3106,1
14479,Fail,65,99,0
14480,Withdrawn,81,2617,0
14481,Fail,67,1785,0
14482,Pass,83,328,0
14483,Pass,83,2162,1
14484,Fail,69,1574,0
14485,Withdrawn,60,246,0
14486,Pass,77,249,0
14487,Distinction,94,653,1
14488,Pass,77,234,0
14489,Fail,78,1455,0
14490,Distinction,92,628,1
14491,Pass,86,920,0
14492,Pass,91,530,1
14493,Withdrawn,73,457,0
14494,Withdrawn,78,361,0
14495,Distinction,99,4149,1
14496,Fail,67,224,0
14497,Pass,74,1519,0
14498,Withdrawn,79,177,0
14499,Pass,89,358,0
14500,Pass,82,3973,1
14501,Pass,75,253,0
14502,Fail,19,425,0
14503,Pass,85,2535,1
14504,Distinction,93,10429,1
14505,Pass,57,2171,1
14506,Pass,78,804,0
14507,Fail,72,98,0
14508,Fail,78,2389,0
14509,Fail,64,9,0
14510,Pass,89,408,0
14511,Pass,81,2437,1
14512,Pass,84,1947,1
14513,Distinction,91,2735,1
14514,Fail,87,2159,0
14515,Fail,79,128,0
14516,Fail,76,199,0
14517,Pass,79,1371,0
14518,Fail,83,60,0
14519,Pass,82,324,0
14520,Withdrawn,33,218,0
14521,Pass,82,547,0
14522,Pass,76,2964,1
14523,Pass,82,386,0
14524,Withdrawn,73,429,0
14525,Pass,80,922,0
14526,Pass,71,3924,1
14527,Fail,43,357,0
14528,Pass,61,578,0
14529,Fail,58,320,0
14530,Pass,72,393,0
14531,Fail,56,77,0
14532,Fail,68,114,0
14533,Pass,45,262,0
14534,Pass,90,511,0
14535,Pass,90,4393,1
14536,Withdrawn,74,566,0
14537,Pass,83,1178,0
14538,Pass,89,3788,1
14539,Fail,65,241,0
14540,Pass,72,197,0
14541,Withdrawn,48,1149,0
14542,Fail,80,175,0
14543,Fail,60,90,0
14544,Distinction,85,1569,0
14545,Fail,42,405,0
14546,Pass,83,4470,1
14547,Fail,69,9,0
14548,Fail,70,99,0
14549,Withdrawn,76,2697,0
14550,Pass,82,3778,1
14551,Withdrawn,0,215,0
14552,Distinction,78,205,0
14553,Withdrawn,54,837,0
14554,Distinction,76,322,0
14555,Withdrawn,64,618,0
14556,Fail,75,1388,0
14557,Distinction,89,595,0
14558,Distinction,95,6089,1
14559,Withdrawn,71,1149,0
14560,Fail,59,2177,0
14561,Distinction,93,610,1
14562,Distinction,95,1760,1
14563,Pass,88,1160,0
14564,Pass,80,605,0
14565,Pass,83,286,0
14566,Distinction,88,570,0
14567,Fail,81,369,0
14568,Pass,90,257,0
14569,Distinction,92,1119,1
14570,Withdrawn,70,451,0
14571,Fail,30,67,0
14572,Withdrawn,35,633,0
14573,Pass,86,390,0
14574,Withdrawn,60,182,0
14575,Pass,93,2873,1
14576,Pass,80,318,0
14577,Withdrawn,69,871,0
14578,Pass,77,153,0
14579,Withdrawn,50,934,0
14580,Fail,84,193,0
14581,Fail,64,230,0
14582,Distinction,93,602,1
14583,Pass,91,8430,1
14584,Pass,80,477,0
14585,Pass,68,243,0
14586,Pass,84,107,0
14587,Pass,82,2555,1
14588,Withdrawn,67,1151,0
14589,Pass,68,3670,1
14590,Pass,82,288,0
14591,Pass,72,421,0
14592,Fail,59,1706,0
14593,Withdrawn,68,2290,0
14594,Pass,69,305,0
14595,Fail,71,838,0
14596,Withdrawn,62,205,0
14597,Distinction,93,3274,1
14598,Pass,71,2799,1
14599,Pass,84,3394,1
14600,Pass,88,1309,0
14601,Pass,86,1628,0
14602,Distinction,89,734,0
14603,Withdrawn,57,682,0
14604,Pass,68,1110,0
14605,Withdrawn,20,497,0
14606,Fail,59,307,0
14607,Withdrawn,67,2463,0
14608,Distinction,95,628,1
14609,Pass,87,399,0
14610,Pass,74,298,0
14611,Pass,83,987,0
14612,Distinction,89,1881,0
14613,Distinction,88,679,0
14614,Fail,69,81,0
14615,Pass,81,160,0
14616,Fail,47,185,0
14617,Distinction,94,1933,1
14618,Withdrawn,77,91,0
14619,Withdrawn,76,454,0
14620,Fail,66,125,0
14621,Withdrawn,94,847,1
14622,Fail,75,606,0
14623,Fail,48,9,0
14624,Withdrawn,87,7262,0
14625,Pass,78,7200,1
14626,Distinction,86,2891,0
14627,Fail,24,1541,0
14628,Fail,30,168,0
14629,Pass,65,777,0
14630,Pass,87,666,0
14631,Withdrawn,78,64,0
14632,Distinction,87,4450,0
14633,Fail,58,1855,0
14634,Distinction,86,5982,0
14635,Pass,77,201,0
14636,Pass,80,7180,1
14637,Pass,84,5028,1
14638,Pass,72,4876,1
14639,Fail,82,64,0
14640,Withdrawn,20,72,0
14641,Pass,80,536,0
14642,Withdrawn,77,2001,0
14643,Pass,51,1541,0
14644,Pass,59,1953,1
14645,Pass,69,2693,1
14646,Pass,80,725,0
14647,Fail,74,225,0
14648,Pass,64,375,0
14649,Withdrawn,93,2621,1
14650,Withdrawn,71,3083,0
14651,Pass,82,3729,1
14652,Withdrawn,79,323,0
14653,Pass,71,2374,1
14654,Pass,85,325,0
14655,Fail,45,688,0
14656,Pass,74,86,0
14657,Pass,74,515,0
14658,Fail,46,50,0
14659,Fail,82,474,0
14660,Distinction,95,5343,1
14661,Pass,67,11244,1
14662,Withdrawn,92,2658,1
14663,Withdrawn,48,2561,0
14664,Fail,58,598,0
14665,Pass,90,304,0
14666,Fail,79,56,0
14667,Distinction,88,1268,0
14668,Pass,87,1094,0
14669,Distinction,90,4126,0
14670,Fail,71,394,0
14671,Pass,60,233,0
14672,Pass,56,682,0
14673,Pass,81,1738,1
14674,Withdrawn,70,764,0
14675,Pass,74,1390,0
14676,Withdrawn,70,2963,0
14677,Pass,83,3917,1
14678,Pass,64,2523,1
14679,Pass,87,2962,1
14680,Pass,86,2874,1
14681,Distinction,89,2949,0
14682,Withdrawn,92,1198,1
14683,Distinction,92,1421,1
14684,Fail,96,506,1
14685,Pass,88,483,0
14686,Fail,64,59,0
14687,Pass,86,582,0
14688,Fail,72,252,0
14689,Distinction,79,817,0
14690,Fail,72,3634,0
14691,Fail,62,3744,0
14692,Pass,71,2062,1
14693,Pass,87,3773,1
14694,Withdrawn,35,309,0
14695,Pass,93,291,1
14696,Pass,84,9422,1
14697,Fail,59,1046,0
14698,Distinction,85,2421,0
14699,Pass,66,2200,1
14700,Pass,72,1354,0
14701,Distinction,83,5103,0
14702,Fail,91,1481,1
14703,Pass,66,2339,1
14704,Withdrawn,72,5712,0
14705,Pass,88,5113,1
14706,Pass,79,2394,1
14707,Fail,58,1094,0
14708,Fail,82,554,0
14709,Fail,65,531,0
14710,Pass,80,288,0
14711,Pass,85,3840,1
14712,Withdrawn,69,128,0
14713,Pass,76,1651,0
14714,Fail,82,98,0
14715,Withdrawn,85,426,0
14716,Fail,74,174,0
14717,Fail,68,172,0
14718,Withdrawn,64,1885,0
14719,Pass,65,645,0
14720,Pass,75,1933,1
14721,Pass,91,8706,1
14722,Fail,75,306,0
14723,Withdrawn,50,698,0
14724,Withdrawn,53,296,0
14725,Fail,58,167,0
14726,Fail,80,242,0
14727,Withdrawn,81,629,0
14728,Withdrawn,53,151,0
14729,Pass,88,5227,1
14730,Withdrawn,47,585,0
14731,Fail,60,233,0
14732,Fail,68,259,0
14733,Withdrawn,76,833,0
14734,Pass,85,2212,1
14735,Pass,84,9188,1
14736,Withdrawn,91,1478,1
14737,Pass,92,3711,1
14738,Pass,88,5503,1
14739,Pass,78,241,0
14740,Pass,57,928,0
14741,Fail,65,683,0
14742,Withdrawn,78,1514,0
14743,Withdrawn,82,776,0
14744,Pass,83,1937,1
14745,Pass,65,896,0
14746,Distinction,92,352,1
14747,Pass,77,543,0
14748,Pass,80,500,0
14749,Withdrawn,81,591,0
14750,Pass,69,370,0
14751,Pass,67,1819,1
14752,Pass,78,3276,1
14753,Fail,36,413,0
14754,Withdrawn,72,675,0
14755,Withdrawn,65,44,0
14756,Pass,63,202,0
14757,Fail,43,121,0
14758,Pass,76,358,0
14759,Distinction,85,584,0
14760,Pass,83,17481,1
14761,Fail,69,368,0
14762,Fail,77,1411,0
14763,Pass,81,3312,1
14764,Pass,76,2043,1
14765,Distinction,90,569,0
14766,Withdrawn,45,84,0
14767,Fail,42,38,0
14768,Pass,69,2487,1
14769,Pass,85,3946,1
14770,Pass,54,331,0
14771,Pass,78,2346,1
14772,Pass,73,332,0
14773,Withdrawn,45,144,0
14774,Pass,56,1448,0
14775,Fail,71,1463,0
14776,Pass,84,450,0
14777,Pass,77,1476,0
14778,Pass,86,7724,1
14779,Withdrawn,100,122,1
14780,Pass,64,495,0
14781,Pass,83,2229,1
14782,Withdrawn,79,39,0
14783,Pass,70,651,0
14784,Pass,89,2575,1
14785,Pass,62,974,0
14786,Pass,71,1070,0
14787,Pass,79,2032,1
14788,Fail,56,81,0
14789,Fail,64,320,0
14790,Pass,80,537,0
14791,Pass,90,3056,1
14792,Withdrawn,55,740,0
14793,Fail,48,920,0
14794,Fail,40,319,0
14795,Distinction,85,590,0
14796,Pass,76,3337,1
14797,Pass,83,5775,1
14798,Withdrawn,60,212,0
14799,Pass,73,5667,1
14800,Fail,50,298,0
14801,Pass,85,7604,1
14802,Pass,82,3631,1
14803,Pass,77,2637,1
14804,Withdrawn,53,818,0
14805,Withdrawn,52,225,0
14806,Distinction,91,1065,1
14807,Distinction,92,1215,1
14808,Withdrawn,47,841,0
14809,Pass,71,1439,0
14810,Fail,52,140,0
14811,Withdrawn,70,99,0
14812,Distinction,93,584,1
14813,Pass,83,570,0
14814,Withdrawn,73,637,0
14815,Pass,83,811,0
14816,Withdrawn,60,1227,0
14817,Pass,89,845,0
14818,Pass,71,2911,1
14819,Pass,76,876,0
14820,Withdrawn,68,506,0
14821,Fail,85,484,0
14822,Pass,88,1042,0
14823,Withdrawn,85,21,0
14824,Withdrawn,38,615,0
14825,Pass,91,4401,1
14826,Pass,74,2216,1
14827,Pass,74,1607,0
14828,Pass,86,488,0
14829,Withdrawn,70,440,0
14830,Fail,80,1322,0
14831,Pass,79,2546,1
14832,Pass,76,368,0
14833,Pass,78,3306,1
14834,Fail,70,2630,0
14835,Pass,79,6392,1
14836,Pass,71,4077,1
14837,Pass,70,1569,0
14838,Withdrawn,86,1465,0
14839,Fail,34,1137,0
14840,Withdrawn,76,1222,0
14841,Withdrawn,57,5769,0
14842,Withdrawn,87,444,0
14843,Pass,77,297,0
14844,Fail,77,44,0
14845,Fail,90,656,0
14846,Withdrawn,76,1608,0
14847,Withdrawn,83,2991,0
14848,Pass,77,2689,1
14849,Fail,59,2951,0
14850,Fail,66,918,0
14851,Pass,86,140,0
14852,Fail,65,132,0
14853,Fail,55,448,0
14854,Withdrawn,73,1143,0
14855,Withdrawn,26,337,0
14856,Distinction,97,7006,1
14857,Fail,59,516,0
14858,Withdrawn,78,1180,0
14859,Distinction,91,1059,1
14860,Withdrawn,98,4145,1
14861,Pass,80,598,0
14862,Distinction,95,4778,1
14863,Pass,88,2883,1
14864,Pass,78,1422,0
14865,Withdrawn,70,93,0
14866,Withdrawn,87,2101,0
